School Code,School Name,Address,City,State Code,Zip Code,Province,Country,Postal Code
010717,GREAT PLAINS TECHNOLOGY CENTER SCHOOL DI,4500 WEST LEE BOULEVARD,LAWTON,OK,73505,,,
009267,ALTIERUS CAREER COLLEGE,GREENBRIER CIRCLE CORPORATE CENTER,CHESAPEAKE,VA,23320,,,
E00720,LONE STAR COLLEGE-TOMBALL,30555 TOMBALL PARKWAY,TOMBALL,TX,77375,,,
E01184,CARNEGIE MELLON UNIVERSITY -  QATAR,EDUCATION CITY,DOHA,FC,0,,QATAR,
003320,EAST STROUDSBURG UNIVERSITY,200 PROSPECT STREET,EAST STROUDSBURG,PA,18301,,,
003490,FISK UNIVERSITY,1000-17TH AVENUE NO.,N/ASHVILLE,TN,37208,,,
G08670,UNIVERSITY OF NEW SOUTH WALES,"GATE 9, HIGH STREET","UNSW, SYDNEY",FC,0,NSW,AUSTRALIA,2052
008276,BRYANT & STRATTON COLLEGE - SYRACUSE,953 JAMES,SYRACUSE,NY,13203,,,
002840,SUNY UPSTATE MEDICAL UNIVERSITY,750 EAST ADAMS STREET,SYRACUSE,NY,13210,,,
003029,CINCINNATI CHRISTIAN UNIVERSITY,2700 GLENWAY AVENUE,CINCINN/ATI,OH,45204,,,
G08373,TEL-AVIV UNIVERSITY,**,RAMAT-AVIV,FC,0,,ISRAEL,69978
E01510,RASMUSSEN UNIVERSITY - AURORA,"2363 SEQUOIA DRIVE, SUITE 131",AURORA,IL,60506,,,
014729,PORTER AND CHESTER INSTITUTE - WATERBURY,320 SYLVAN LAKE RD,WATERTOWN,CT,6779,,,
010814,PITTSBURGH INST MORTUARY SCIENCE,5808-10 BAUM BLVD,PITTSBURGH,PA,15206,,,
002666,ADELPHI UNIVERSITY,SOUTH AVENUE,GARDEN CITY,NY,11530,,,
006973,CANADA COLLEGE,4200 FARM HILL BOULEVARD,REDWOOD CITY,CA,94061,,,
G10681,MACQUARIE UNIVERSITY,BUILDING E3A LEVEL 1,NEW SOUTH WALES,FC,0,NEW SOUTH WALES,AUSTRALIA,2109
G10864,UNIVERSITY OF DUNDEE,NETHERGATE,DUNDEE,FC,0,,SCOTLAND,DD1 4HN
E40512,WAKE FOREST UNIVERSITY CHARLOTTE CENTER,200 NORTH COLLEGE STREET,CHARLOTTE,NC,28202,,,
006750,VALENCIA COMMUNITY COLLEGE,1800 SOUTH KIRKMAN ROAD,ORLANDO,FL,32802,,,
014437,MASSACHUSETTS SCHOOL OF BARBERING,58 ROSS WAY,QUINCY,MA,2169,,,
015979,PHILADELPHIA CLG OSTEOPATHIC MED,4190 CITY AVE SUITE 203,PHILADELPHIA,PA,19131,,,
015252,SCH OF DIAGNOSTIC IMAGING-CLEVELAND,18901 LAKE SHORE BLVD,EUCLID,OH,44119,,,
E01036,MANATEE TECHNICAL COLLEGE - EAST CAMPUS,5520 LAKEWOOD RANCH BVD,BRADENTON,FL,34211,,,
002808,DAEMEN UNIVERSITY,4380 MAIN STREET,AMHERST,NY,14226,,,
004929,MCKENNAN HOSP-RADOLOGICAL TECH,800 E 21ST ST,SIOUX FALLS,SD,57101,,,
005399,MONMOUTH COUNTY VOCATIONAL SCH DIST,4000 KOZLOSKI ROAD,FREEHOLD,NJ,7728,,,
G11058,UNIVERSITY OF OXFORD-ST EDMUND HALL,QUEEN'S LANE,OXFORD,FC,0,,ENGLAND,OX1 4AR
013853,SHERMAN CLG STRAIGHT CHIROPRACTIC,2020 SPRINGFIELD ROAD,SPARTANBURG,SC,29316,,,
E40749,DELAWARE VALLEY UNIVERSITY - CENTRAL COL,4777 OLD BERWICK ROAD,BLOOMSBURG,PA,17815,,,
E01864,RASMUSSEN UNIVERSITY -  HENNEPINANOKA,5555 96TH AVENUE NORTH,BROOKLYN PARK,MN,55443,,,
G11069,UNIVERSITY OF OXFORD - HERTFORD COLLEGE,HERTFORD COLLEGE,OXFORD,FC,0,,ENGLAND,
G11070,UNIVERSITY OF OXFORD EXETER COLLEGE,EXETER COLLEGE,OXFORD,FC,0,,UNITED KINGDOM,OX1 3DP
003935,UNIV OF GUAM,UOG STATION,MANGILAO,GU,96923,,,
E40663,CASA LOMA COLLEGE - NASHVILLE,750 ENVIOUS LANE,N/ASHVILLE,TN,37217,,,
G11881,ALLIANT INTERNATIONAL UNIVERSITY - SAN F,ONE BEACH STREET,SAN FRANCISCO,CA,94133,,,
E40732,NORTH CAROLINA CENTRAL UNIVERSITY - VANC,200 COMMUNITY COLLEGE ROAD,HENDERSON,NC,27537,,,
003965,BAY STATE COLLEGE,31 SAINT JAMES AVENUE,BOSTON,MA,2116,,,
006771,COLLEGE FOR CREATIVE STUDIES,201 EAST KIRBY,DETROIT,MI,48202,,,
007549,COYNE COLLEGE,"1 NORTH STATE STREET, SUITE 400",CHICAGO,IL,60602,,,
011192,BETH HAMEDRASH SHAAREI YOSHER INST,4102-10 16TH AVE,BROOKLYN,NY,11204,,,
041179,CHAMPION BEAUTY COLLEGE,3920 FM 1960 WEST # 210,HOUSTON,TX,77068,,,
002777,MEDAILLE UNIVERSITY,18 AGASSIZ CIRCLE,BUFFALO,NY,14214,,,
002978,WAKE FOREST UNIV - UNDERGRADUATE,PO BOX 7246,WINSTON-SALEM,NC,27106,,,
G03566,EPISCOPAL THEOLOGICAL SEMINARY OF THE SO,501 E 32ND STREET,AUSTIN,TX,78705,,,
013653,CHARLES R DREW UNIV OF MED & SCI,1731 EAST 120TH STREET,LOS ANGELES,CA,90059,,,
002727,PACE UNIVERSITY - WHITE PLAINS,78 N. BROADWAY,WHITE PLAINS,NY,10603,,,
G02822,CHRIST THE KING SEMINARY,711 KNOX ROAD,EAST AURORA,NY,14052,,,
003010,ANTIOCH UNIVERSITY,900 DAYTON STREET,YELLOW SPRINGS,OH,45387,,,
006639,BELLIN COLLEGE,PO BOX 23400,GREEN BAY,WI,54305,,,
007617,CARNEGIE INSTITUTE,550 STEPHENSON HIGHWAY,TROY,MI,48083,,,
G10999,UNIV OF OXFORD - WADHAM COLLEGE,PARKS ROAD,OXFORD,FC,0,,ENGLAND,OX1 3PN
G11214,UNIVERSITY OF THE WITWATERSRAND,1 JAN SMUTS AVE,JOHANNESBURG,FC,0,GAUTENG,SOUTH AFRICA,2001
008124,UNIVERSITY OF ROCHESTER - EASTMAN,26 GIBBS STREET,ROCHESTER,NY,14604,,,
E40731,NORTH CAROLINA CENTRAL UNIVERSITY - WAKE,9101 FAYETTEVILLE ROAD,RALEIGH,NC,27603,,,
003748,EASTERN SHORE COMMUNITY COLLEGE,29316 LANKFORD HIGHWAY,MELFA,VA,23410,,,
G41180,BYZANTINE CATHOLIC SEMINARY OF SAINTS CY,3605 PERRYSVILLE AVENUE,PITTSBURGH,PA,15214,,,
G03562,DALLAS THEOLOGICAL SEM,3909 SWISS AVENUE,DALLAS,TX,75204,,,
003625,SUL ROSS STATE UNIVERSITY,EAST HIGHWAY 90,ALPINE,TX,79832,,,
003707,RICHARD BLAND COLLEGE,8311 HALIFAX ROAD,PETERSBURG,VA,23805,,,
E40550,LINCOLN COLLEGE OF TECHNOLOGY-EAST POINT,1200 CENTRE PARKWAY,EAST POINT,GA,30344,,,
G10013,ALLIANT INTERNATIONAL UNIVERSITY - LOS A,1000 SOUTH FREMONT AVENUE,ALHAMBRA,CA,91803,,,
E41018,HUDSON VALLEY COMMUNITY COLLEGE - MALTA,345 HERMES ROAD,MALTA,NY,12020,,,
E00562,"MIDDLESEX COMMUNITY COLLEGE, LOWELL",33 KEARNEY SQUARE,LOWELL,MA,1852,,,
E00077,CASE WESTERN RESERVE UNIVERSITY - UNDERG,10900 EUCLID AVENUE,CLEVELAND,OH,44106,,,
E40838,NORTHWESTERN OKLAHOMA STATE UNIVERSITY,323 W. EAGLE BOULEVARD,GOODWELL,OK,73939,,,
E00563,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,595 BEATTY ROAD,MONROEVILLE,PA,15146,,,
E00656,WIDENER UNIVERSITY - COMMONWEALTH LAW SC,3800 VARTAN WAY,HARRISBURG,PA,17110,,,
013785,PIKELINCOLN TECHNICAL CENTER,PO BOX 38,EOLIA,MO,63344,,,
003147,BACONE COLLEGE,2299 OLD BACONE ROAD,MUSKOGEE,OK,74403,,,
E40542,HARCUM COLLEGE - HEART OF GOD FAMILY,201 NORTH HANOVER STREET,POTTSTOWN,PA,19464,,,
E00428,VILLANOVA UNIV SCH OF LAW,299 N. SPRING MILL RD GAREY HL,VILLANOVA,PA,19085,,,
003839,CARTHAGE COLLEGE,2001 ALFORD DRIVE,KENOSHA,WI,53141,,,
G08687,UNIVERSITY OF ESSEX,WIVENHOE PARK,COLCHESTER,FC,0,ESSEX,ENGLAND,CO4 3SQ
011621,AUTOMOTIVE TRAINING CENTER,114 PICKERING WAY,EXTON,PA,19341,,,
E00254,LMU - LOYOLA LAW SCHOOL,919 SOUTH ALBANY STREET,LOS ANGELES,CA,90015,,,
010732,PUEBLO COMMUNITY COLLEGE - MANCOS,33057 HIGHWAY 160,MANCOS,CO,81328,,,
E00429,WAKE FOREST UNIVERSITY - GRADUATE SCHOOL,118-B REYNOLDA VILLAGE,WINSTON-SALEM,NC,27106,,,
E00306,OHIO UNIV COLL OF OSTEOPATHIC MED,191 WEST UNION STREET,ATHENS,OH,45701,,,
007518,APEX TECHNICAL SCHOOL,24-02 QUEENS PLAZA SOUTH,LONG ISLAND CITY,NY,11101,,,
011678,SUNY POLYTECHNIC INSTITUTE,100 SEYMOUR ROAD,UTICA,NY,13502,,,
G12215,BIRMINGHAM CITY UNIVERSITY,UNIVERSITY HOUSE,BIRMINGHAM,FC,0,WEST MIDLANDS,ENGLAND,B5 5JU
003271,DREXEL UNIVERSITY,1505 RACE STREET,PHILADELPHIA,PA,19102,,,
007573,EMPIRE BEAUTY SCHOOL,38-15 BROADWAY,ASTORIA,NY,11103,,,
E00840,COLORADO TECHNICAL UNIVERSITY - DENVER B,3151 SOUTH VAUGHN WAY,AURORA,CO,80014,,,
E00554,ANTIOCH UNIVLOS ANGELES,400 CORPORATE POINTE,CULVER CITY,CA,90230,,,
003467,PRESENTATION COLLEGE,1500 NORTH MAIN STREET,ABERDEEN,SD,57401,,,
E40421,INTER AMERICAN UNIVERSITY OF PUERTO RICO,EL VERDE BUILDING,CAGUAS,PR,726,,,
G11567,IMPERIAL COLLEGE LONDON,SOUTH KENSINGTON CAMPUS,LONDON,FC,0,,UNITED KINGDOM,SW7 2AZ
011749,WOOD COUNTY TECHNICAL CENTER,1515 BLIZZARD DRIVE,PARKERSBURG,WV,26101,,,
006661,ANGELINA COLLEGE,3500 SOUTH FIRST STREET,LUFKIN,TX,75901,,,
G08908,THE UNIVERSITY OF BIRMINGHAM,EDGBASTON,BIRMINGHAM,FC,0,,ENGLAND,B15 2TT
E40497,J. MICHAEL HARROLD BEAUTY ACADEMY -,10898  EAST US HWY 36,AVON,IN,46123,,,
G10456,UNIVERSITY OF HAIFA,199 ABA KHOUSHY AVE.,HAIFA,FC,0,,ISRAEL,3498838
001234,LOYOLA MARYMOUNT UNIVERSITY,ONE LMU DRIVE SUITE 200,LOS ANGELES,CA,90045,,,
E40742,DELAWARE VALLEY UNIVERSITY - BERWICK ARE,1100 FOWLER AVENUE,BERWICK,PA,18603,,,
E02209,PAUL MITCHELL THE SCHOOL FAYETTEVILLE,1215 A WOODRUFF ROAD,GREENVILLE,SC,29607,,,
015281,CENTRO UNIVERSITARIO DE MANATÍ - CUM,PO BOX 1082,MAN/ATI,PR,674,,,
012328,NORTHWESTERN HEALTH SCIENCES UNIVERSITY,2501 WEST 84TH STREET,BLOOMINGTON,MN,55431,,,
E00058,BROWN UNIVERSITY - GRADUATE SCHOOL,8 FONES ALLEY,PROVIDENCE,RI,2912,,,
E41019,SOUTHWEST TEXAS COLLEGE - REUBEN M TORRE,125 PRIVATE ROAD 4303,HONDO,TX,78861,,,
003829,WEST VIRGINIA UNIVERSITY - POTOMAC STATE,101 FORT AVENUE,KEYSER,WV,26726,,,
009647,"OKLAHOMA STATE UNIV, OKLA CITY",900 N PORTLAND,OKLAHOMA CITY,OK,73107,,,
E40639,BUTLER COUNTY COMMUNITY COLLEGE - CRANBE,CRANBERRY CENTER,CRANBERRY TOWNSHIP,PA,16066,,,
E40908,KING UNIVERSITY - SWVCC,724 COMMUNITY COLLEGE ROAD,CEDAR BLUFF,VA,24609,,,
G03979,COLUMBIA UNIV TEACHERS COLLEGE,525 WEST 120TH STREET  BOX 309,NEW YORK,NY,10027,,,
004988,CENTRAL VIRGINIA COMMUNITY COLLEGE,3506 WARDS RD,LYNCHBURG,VA,24502,,,
005294,WAUKESHA COUNTY TECHNICAL COLLEGE,800 MAIN ST,PEWAUKEE,WI,53072,,,
G08147,UNIVERSIDAD AUTONOMA DE GUADALAJARA,AV. PATRIA 1201,GUADALAJARA,MX,0,JALISCO,MEXICO,4410
003448,UNIVERSITY OF SOUTH CAROLINA,1714 COLLEGE ST,COLUMBIA,SC,29208,,,
E40736,LAMAR UNIVERSITY -  TEXAS SCHOOL FOR THE,1102 SOUTH CONGRESS AVENUE,AUSTIN,TX,78704,,,
005320,CAPE FEAR COMMUNITY COLLEGE,411 NORTH FRONT ST,WILMINGTON,NC,28401,,,
007870,HILLSBOROUGH COMMUNITY COLLEGE,39 COLUMBIA DRIVE,TAMPA,FL,33606,,,
G11056,UNIVERSITY OF OXFORD - UNIVERSITY C,**,OXFORD,FC,0,,ENGLAND,
003477,AQUINAS COLLEGE,4210 HARDING ROAD,N/ASHVILLE,TN,37205,,,
003802,WESTERN WASHINGTON UNIVERSITY,516 HIGH STREET,BELLINGHAM,WA,98225,,,
003929,EASTERN WYOMING COLLEGE,3200 WEST C STREET,TORRINGTON,WY,82240,,,
G04436,REGNL WST MEDCL CTR SCHL RAD,4021 AVE B,SCOTTSBLUFF,NE,69361,,,
008246,DINÉ COLLEGE,CIRCLE DRIVE,TSAILE,AZ,86556,,,
G10588,AUSTRALIAN NATIONAL UNIVERSITY,INTERN/ATION/AL EDUCATION OFFICE,CANBERRA,FC,0,,AUSTRALIA,
G12096,ECOLE HÔTELIERE DE LAUSANNE,ROUTE DE COJONNEX 18,LAUSANNE 25,FC,0,VAUD,SWITZERLAND,1000
E40963,KING UNIVERSITY - MORRISTOWN,C/O WALTERS STATE COMMUNITY COLLEGE,MORRISTOWN,TN,37813,,,
015187,SOWELA TECHNICAL COMMUNITY COLLEGE - OAK,117 HIGHWAY 1152,OAKDALE,LA,71463,,,
009523,LA'JAMES INTERNATIONAL COLLEGE,1660 NORTH GRANT STREET,FREMONT,NE,68025,,,
G03393,WESTMINSTER THEOLOGICAL SEMINARY,2690 WEST CHURCH ROAD,GLENSIDE,PA,19038,,,
003593,NAVARRO COLLEGE,3200 W 7TH AVE,CORSICAN/A,TX,75110,,,
E01053,LONE STAR COLLEGE-CY-FAIR,9191 BARKER CYPRESS ROAD,CYPRESS,TX,77433,,,
E41411,OGLE SCHOOL HAIR SKIN NAILS - ATLANTA LE,929 LEE STREET SOUTHWEST B240,ATLANTA,GA,30310,,,
E40793,SOUTHWEST TEXAS COLLEGE - DEL RIO OUTREA,207 WILDCAT DRIVE,DEL RIO,TX,78840,,,
G06853,MCMASTER UNIVERSITY,1280 MAIN STREET WEST,HAMILTON,CN,0,ONTARIO,CAN/ADA,L8S   4L
007611,SOHO HAIR ACADEMY,2600 SOUTH 9TH STREET,COUNCIL BLUFFS,IA,51501,,,
G08148,UNIVERSITY OF WINNIPEG (THE),515 PORTAGE AVENUE,WINNIPEG,CN,0,MANITOBA,CAN/ADA,R3B 2E9
012064,ORION TECHNICAL COLLEGE,3940 ELMORE AVENUE,DAVENPORT,IA,52807,,,
013828,CALIFORNIA BEAUTY COLLEGE,1115 15TH STREET,MODESTO,CA,95354,,,
003936,PONTIFICAL CATHOLIC UNIV OF PR,2250 BOULEVARD LUIS A FERRE AGUAYO,PONCE,PR,717,,,
007260,SOUTHWEST VIRGINIA COMMUNITY CLG,724 COMMUNITY  COLLEGE ROAD,CEDAR BLUFF,VA,24609,,,
G03292,UNITED LUTHERAN SEMINARY - PHILADELPHIA,7301 GERMANTOWN AVENUE,PHILADELPHIA,PA,19119,,,
004617,NATIONAL COLLEGE,1638 BELL ROAD,N/ASHVILLE,TN,37211,,,
G06838,DALHOUSIE UNIVERSITY,6299 SOUTH STREET RM. 125,HALIFAX,CN,0,NOVIA SCOTIA,CAN/ADA,B3H   4R
E02167,RASMUSSEN UNIVERSITY - TOPEKA,3722 SOUTHWEST BURLINGAME ROAD,TOPEKA,KS,66609,,,
G25111,ALLIANT INTERNATIONAL UNIVERSITY - FRESN,5130 EAST CLINTON WAY,FRESNO,CA,93727,,,
012154,CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,1453 MISSION STREET,SAN FRANCISCO,CA,94103,,,
E01619,MIDDLEBURY COLLEGE - FRANCE,4 RUE DE CHEVREUSE,PARIS,FC,0,,FRANCE,75006
E41269,CUNY GRADUATE SCHOOL & UNIVERSITY CENTER,230 WEST 41ST STREET,NEW YORK,NY,10018,,,
G08444,SIMON FRASER UNIVERSITY,8888 UNIVERSITY BOULEVARD,BURN/ABY,CN,0,,CAN/ADA,
E00177,ERSKINE THEOLOGICAL SEMINARY,PO BOX 668,DUE WEST,SC,29639,,,
G06842,UNIVERSITY OF DUBLIN TRINITY COLLEGE,COLLEGE GREEN,DUBLIN,FC,0,,IRELAND,
G10472,INST EUROPEEN OPEEN D'ADMINISTRATIO,BOULEVARD DE CONSTANCE,FONTAINEBLEAU,FC,0,,FRANCE,
008322,DEVRY UNIVERSITY - PHOENIX,20430 NORTH 19TH AVENUE,PHOENIX,AZ,85027,,,
015350,PIPO ACADEMY OF HAIR DESIGN,3000 PERSHING DRIVE,EL PASO,TX,79903,,,
013759,HAZARD COMMUNITY AND TECHNICAL COLLEGE -,BOX 786,JACKSON,KY,41339,,,
009911,UNIV OF SC-REGIONAL CAMPUSES ADMIN,CAROLIN/A PLAZA  5TH FLOOR,COLUMBIA,SC,29208,,,
G10090,UNIVERSITY OF OXFORD - BALLIOL COLL,BROAD STREET,OXFORD,FC,0,,ENGLAND,
003494,HIWASSEE COLLEGE,225 HIWASSEE COLLEGE DRIVE,MADISONVILLE,TN,37354,,,
E40846,MIDAMERICA NAZARENE UNIVERSITY - EMBASSY,10401 S RIDGEVIEW ROAD,OLATHE,KS,66061,,,
007291,ST LUKE'S COLLEGE,2720 STONE PARK BLVD,SIOUX CITY,IA,51104,,,
007986,HALIFAX COMMUNITY COLLEGE,100 COLLEGE DRIVE,WELDON,NC,27890,,,
G08692,LEIDEN UNIVERSITY,"RAPENBURG 70, PO BOX 9500",LEIDEN,FC,0,,THE NETHERLANDS,2300 RA
E40536,PAUL MITCHELL THE SCHOOL CHARLESTON - PA,505 A CROSS CREEK MALL,FAYETTEVILLE,NC,28303,,,
021039,SCHUYLER STEUBEN CHEMUNG TIOGA ALLEGANY,9579 VOCATION/AL DRIVE,PAINTED POST,NY,14870,,,
G21086,LONDON ACADEMY OF MUSIC & DRAMATIC,TOWER HOUSE  226 CROMWELL ROAD,LONDON,FC,0,,ENGLAND,SW5 OSR
003630,PRAIRIE VIEW A&M UNIVERSITY,L.W. MINOR STREET,PRAIRIE VIEW,TX,77446,,,
E40755,DESALES UNIVERSITY - LEHIGH VALLEY HEALT,CEDAR CREST BOULEVARD AND I78,ALLENTOWN,PA,18105,,,
004648,RASMUSSEN UNIVERSITY - EAGAN,1305 CORPORATE CENTER DRIVE,EAGAN,MN,55122,,,
G09249,UNIVERSITY OF LIVERPOOL,FOUNDATION BUILDING,LIVERPOOL,FC,0,,ENGLAND,L69   7Z
010021,TJU - MEDICAL COLLEGE,1025 WALNUT STREET,PHILADELPHIA,PA,19107,,,
003659,UT HEALTH CENTER-SAN ANTONIO,7703 FLOYD CURL DRIVE,SAN ANTONIO,TX,78229,,,
005352,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY,16940 HIGHLAND DRIVE,MCKENZIE,TN,38201,,,
G08383,UNIVERSITY OF GLASGOW,**,GLASGOW,FC,0,,SCOTLAND,
G03506,MEHARRY MEDICAL COLLEGE,1005 DOCTOR D B TODD  BOULEVARD,N/ASHVILLE,TN,37208,,,
006989,UNIV OF THE VIRGIN ISLANDS-ST CROIX,"10,000 CASTLE BURKE",ST. CROIX,VI,850,,,
E00648,ECPI UNIVERSITY - NEWPORT NEWS,1001 OMNI BOULEVARD,NEWPORT NEWS,VA,23606,,,
G11765,GOLDSMITHS' COLLEGE-UNIV OF LONDON,NEW CROSS,LONDON,FC,0,,ENGLAND,SE14 6NW
003530,UNIVERSITY OF TENNESSEE-KNOXVILLE,115 STUDENT SERVICES BUILDING,KNOXVILLE,TN,37996,,,
003806,ALDERSON BROADDUS UNIVERSITY,101 COLLEGE HILL DRIVE,PHILIPPI,WV,26416,,,
G10980,SOMERVILLE COLLEGE,WOODSTOCK ROAD,OXFORD,FC,0,,ENGLAND,OX2   6H
G08364,SAINT MARY'S UNIVERSITY,923 ROBIE STREET,HALIFAX,CN,0,,CAN/ADA,
012573,WEST VIRGINIA UNIV-HOSP-RAD TECH,PO BOX 8062,MORGANTOWN,WV,26506,,,
G21420,UNIVERSITY OF CAMBRIDGE - HOMERTON,HOMERTON COLLEGE,CAMBRIDGE,FC,0,,UNITED KINGDOM,CB2 8PH
G03874,NASHOTAH HOUSE,2777 MISSION RD,N/ASHOTAH,WI,53058,,,
G06696,UNIV OF LONDON-SCH ADVANCED STUDY,SEN/ATE HOUSE MALET ST,LONDON,FC,0,,ENGLAND,WC1E 7HU
013762,KY TECH-LEE COUNTY AREA TECH CTR,690 FAIRGROUNDS RIDGE ROAD,BEATTYVILLE,KY,41311,,,
007209,REDONDO BEACH BEAUTY COLLEGE,23800 HAWTHORNE BLVD,TORRANCE,CA,90505,,,
015733,TULSA WELDING SCHOOL,2545 EAST 11TH STREET,TULSA,OK,74104,,,
014970,WESTERN INTERNATIONAL UNIVERSITY,1601 WEST FOUNTAINHEAD PARKWAY,TEMPE,AZ,85282,,,
015558,CAPRI INSTITUTE OF HAIR DESIGN,660 NORTH MICHIGAN AVENUE,KENILWORTH,NJ,7033,,,
G04030,UNIVERSITY OF CAMBRIDGE,THE OLD SCHOOLS,CAMBRIDGE,FC,0,Cambridgeshire,UNITED KINGDOM,CB2 1TN
004621,AYERS CAREER COLLEGE,8820 JEWELLA AVENUE,SHREVEPORT,LA,71108,,,
G07705,ROYAL COLLEGE OF SURGEONS IN IRELAN,123 ST STEPHEN'S GREEN,DUBLIN,FC,0,,IRELAND,2
G06704,UNIVERSITY COLLEGE CORK,WESTERN ROAD,CORK,FC,0,,IRELAND,CORK
G06839,UNIVERSITY OF EDINBURGH,"OLD COLLEGE, SOUTH BRIDGE",EDINBURGH,FC,0,,SCOTLAND,EH8 9YL
003837,CARDINAL STRITCH UNIVERSITY,6801 NORTH YATES ROAD,MILWAUKEE,WI,53217,,,
014775,ST FRANCIS MED CTR RAD TECH,601 HAMILTON AVE,TRENTON,NJ,8629,,,
012870,SOUTHERN STATE COMMUNITY COLLEGE,100 HOBART DRIVE,HILLSBORO,OH,45133,,,
012872,NORTH-WEST COLLEGE,134 WEST HOLT AVENUE,POMON/A,CA,91768,,,
014771,ART INSTITUTE OF HOUSTON (THE),4140 SOUTHWEST FREEWAY,HOUSTON,TX,77027,,,
016222,METRO TECHNOLOGY CENTERS SCH DIST22,4901 SOUTH BRYANT,OKLAHOMA CITY,OK,73129,,,
013794,PAUL MITCHELL THE SCHOOL DANBURY,2 N/ATION/AL PLACE,DANBURY,CT,6810,,,
011862,NORTHLAND PIONEER COLLEGE,2251 EAST N/AVAJO BOULEVARD,HOLBROOK,AZ,86025,,,
G12978,UNIVERSITY OF HUDDERSFIELD (THE),QUEENSGATE,HUDDERSFIELD,FC,0,,ENGLAND,
E41272,CUNY GRADUATE SCHOOL & UNIVERSITY CENTER,55 WEST 125TH STREET,NEW YORK,NY,10027,,,
G08366,UNIVERSITE DE MONTREAL,2900 EDOURD-MONTPETIT BOULVARD,MONTREAL,CN,0,,CAN/ADA,
G09442,UNIVERSITY OF EXETER,THE QUEEN'S DRIVE,EXETER,FC,0,DEVON,ENGLAND,EX4 4QJ
009595,CANNELLA SCHOOL OF HAIR DESIGN,9012 S COMMERCIAL,CHICAGO,IL,60617,,,
E00615,SEATTLE UNIVERSITY SCHOOL OF LAW,901 12TH AVENUE,SEATTLE,WA,98122,,,
014893,SEARK COLLEGE,1900 HAZEL ST,PINE BLUFF,AR,71603,,,
G07276,SAINT MEINRAD SCHOOL OF THEOLOGY,200 HILL DRIVE,ST MEINRAD,IN,47577,,,
015088,WAYNE-FINGER LAKES BOCES,131 DRUMLIN CT.,NEWARK,NY,14513,,,
015232,TRI COUNTY CAREER CENTERADULT CENTER,15676 ST RT 691,NELSONVILLE,OH,45764,,,
E01264,RASMUSSEN UNIVERSITY - LAKE ELMO,8565 EAGLE POINT CIRCLE,LAKE ELMO,MN,55042,,,
G10676,UNIVERSIDAD DE MONTERREY,APDO 4442 SUC H MONTERREY,NUEVO LEON,MX,0,,MEXICO,
012838,LAURA AND ALVIN SIEGAL COLLEGE OF JUDAIC,26500 SHAKER BOULEVARD,BEACHWOOD,OH,44122,,,
013976,UNIV OF TEXAS MEDICAL BRANCH,1.206 ASHBEL SMITH BLDG,GALVESTON,TX,77550,,,
014706,TRAVISS TECHNICAL COLLEGE,3225 WINTER LAKE ROAD,LAKELAND,FL,33803,,,
G06695,UNIVERSITY COLLEGE LONDON,GOWER STREET,LONDON,FC,0,,ENGLAND,WC1E 6BT
002081,MONTGOMERY CMTY CLG TAKOMA PK,7600 TAKOMA AVENUE,TAKOMA PARK,MD,20912,,,
013231,UNIVERSITY OF HOUSTON-VICTORIA,3007 N BEN WILSON,VICTORIA,TX,77901,,,
013232,ACADEMY OF HAIR DESIGN,5191 W. CHARLESTON BOULEVARD,LAS VEGAS,NV,89146,,,
G21334,UNIVERSITY OF CAMBRIDGE - SIDNEY SU,SIDNEY STREET,CAMBRIDGE,FC,0,,UNITED KINGDOM,
010052,JEFFERSON-LEWIS BOCES PRAC NRSGPRG,20104 NY STATE ROUTE 3,WATERTOWN,NY,13601,,,
013917,PINELLAS TECHNICAL COLLEGE ST PETERSBURG,901 34TH STREET SOUTH,SAINT PETERSBURG,FL,33711,,,
015331,EMPIRE BEAUTY SCHOOL,22 WEST 34TH STREET,NEW YORK,NY,10001,,,
G06688,UNIVERSITY OF TORONTO,27 KING'S COLLEGE CIRCLE,TORONTO,CN,0,,CAN/ADA,
012473,NORTHEAST TECHNOLOGY CENTER,511 SOUTH ELLIOTT STREET,PRYOR,OK,74361,,,
011941,AMERICAN UNIVERSITY OF PUERTO RICO,HATO TEJAS ROAD 2 KM 14,BAYAMON,PR,960,,,
G12803,DOMINICAN HOUSE OF STUDIES,487 MICHIGAN AVENUE NORTHEAST,WASHINGTON,DC,20017,,,
013590,ROMAN ACADEMY OF BEAUTY CULTURE,431 LAFAYETTE AVENUE,HAWTHORNE,NJ,7506,,,
G21951,UNIV OF WESTMINSTER,309 REGENT STREET,LONDON,FC,0,,ENGLAND,W1R 8AL
E01697,ECPI UNIVERSITY - GREENVILLE,1001 KEYS DRIVE,GREENVILLE,SC,29615,,,
G10720,TORONTO METROPOLITAN UNIVERSITY,350 VICTORIA STREET,TORONTO,CN,0,ONTARIO,CAN/ADA,M5B 2K3
014060,CARVER CAREER TECH ED CTR,4799 MIDLAND DRIVE,CHARLESTON,WV,25306,,,
G12258,ASTON UNIVERSITY,ASTON TRIANGLE,BIRMINGHAM,FC,0,,ENGLAND,B4 7ET
E01111,RESEARCH MEDICAL CENTER - COLLEGE OF NUR,2525 EAST MEYER BOULEVARD,KANSAS CITY,MO,64132,,,
